feature,score,pvalue,selected
pair_both_hydrophobic_flag__r0__c2,91.21978215038665,3.960028401945717e-18,True
pair_both_hydrophobic_flag__r2__c0,91.21978215038665,3.960028401945717e-18,True
pair_hydrophobicity_sum__r0__c2,53.14722282839131,6.513140473166994e-12,True
pair_hydrophobicity_sum__r2__c0,53.14722282839131,6.513140473166994e-12,True
diag_aromaticity__r2__c2,51.678943710910474,1.1819382036914662e-11,True
diag_aromatic_residue_flag__r2__c2,51.678943710910474,1.1819382036914662e-11,True
diag_branched_chain_flag__r0__c0,44.73206555349428,2.086136741240268e-10,True
heur_c_terminal_favorable_flag__r0__c2,44.618440211126725,2.1880165647223667e-10,True
heur_c_terminal_favorable_flag__r1__c2,44.618440211126725,2.1880165647223667e-10,True
heur_c_terminal_favorable_flag__r2__c0,44.618440211126725,2.1880165647223667e-10,True
heur_c_terminal_favorable_flag__r2__c1,44.618440211126725,2.1880165647223667e-10,True
heur_n_terminal_favorable_flag__r0__c2,40.44947143216714,1.279918734790101e-09,True
heur_n_terminal_favorable_flag__r2__c0,40.44947143216714,1.279918734790101e-09,True
pair_hydrophobicity_signed_diff__r0__c2,36.126844757709065,8.285084894467209e-09,True
pair_hydrophobicity_signed_diff__r2__c0,36.126844757709065,8.285084894467209e-09,True
heur_terminal_hydrophobic_pattern_flag__r1__c2,35.38074484944531,1.1481245957961498e-08,True
heur_terminal_hydrophobic_pattern_flag__r2__c1,35.38074484944531,1.1481245957961498e-08,True
heur_terminal_hydrophobic_pattern_flag__r0__c2,33.70133525909335,2.4033234961166825e-08,True
heur_terminal_hydrophobic_pattern_flag__r2__c0,33.70133525909335,2.4033234961166825e-08,True
diag_hydrophobicity__r0__c0,31.341425114039712,6.85753602633325e-08,True
pair_both_bulky_flag__r0__c1,29.393867924528326,1.6447339750198463e-07,True
pair_both_bulky_flag__r1__c0,29.393867924528326,1.6447339750198463e-07,True
diag_polarity__r0__c0,28.887518621943908,2.0677873934352915e-07,True
residue_id_2,27.691061817540202,3.5601316326672724e-07,True
heur_terminal_hydrophobic_pattern_flag__r0__c1,26.280927835051532,6.784678995317168e-07,True
heur_terminal_hydrophobic_pattern_flag__r1__c0,26.280927835051532,6.784678995317168e-07,True
pair_residue_class_compatibility__r0__c2,24.85712316135547,1.3077710520499997e-06,True
pair_residue_class_compatibility__r2__c0,24.85712316135547,1.3077710520499997e-06,True
diag_volume__r2__c2,24.69556890379043,1.4093365816571415e-06,True
pair_both_hydrophobic_flag__r0__c1,23.83139108093228,2.105150562494248e-06,True
pair_both_hydrophobic_flag__r1__c0,23.83139108093228,2.105150562494248e-06,True
pair_both_hydrophobic_flag__r1__c2,23.8141341348591,2.122130249765807e-06,True
pair_both_hydrophobic_flag__r2__c1,23.8141341348591,2.122130249765807e-06,True
pair_hydrophobicity_sum__r0__c1,21.311313535270504,6.863980222136665e-06,True
pair_hydrophobicity_sum__r1__c0,21.311313535270504,6.863980222136665e-06,True
heur_n_terminal_favorable_flag__r0__c1,20.486102809324542,1.0148005450174327e-05,True
heur_n_terminal_favorable_flag__r1__c0,20.486102809324542,1.0148005450174327e-05,True
pair_hydrophobicity_abs_diff__r0__c2,20.253283079107735,1.1335704736098507e-05,True
pair_hydrophobicity_abs_diff__r2__c0,20.253283079107735,1.1335704736098507e-05,True
diag_volume__r0__c0,19.03913695996954,2.024398350333653e-05,True
pair_charge_signed_diff__r1__c2,17.958039283268768,3.406144415097629e-05,True
pair_charge_signed_diff__r2__c1,17.958039283268768,3.406144415097629e-05,True
diag_volume__r1__c1,16.535640454798628,6.794699279120652e-05,True
seq_length,15.48521782703532,0.00011367363846545543,True
diag_is_c_terminal__r1__c1,15.48521782703528,0.00011367363846545715,True
diag_is_c_terminal__r2__c2,15.48521782703528,0.00011367363846545715,True
diag_is_internal__r1__c1,15.48521782703528,0.00011367363846545715,True
diag_valid_flag__r2__c2,15.48521782703528,0.00011367363846545715,True
pair_terminal_interaction_flag__r0__c2,15.48521782703528,0.00011367363846545715,True
pair_terminal_interaction_flag__r1__c2,15.48521782703528,0.00011367363846545715,True
pair_terminal_interaction_flag__r2__c0,15.48521782703528,0.00011367363846545715,True
pair_terminal_interaction_flag__r2__c1,15.48521782703528,0.00011367363846545715,True
pair_end_to_end_flag__r0__c1,15.48521782703528,0.00011367363846545715,True
pair_end_to_end_flag__r0__c2,15.48521782703528,0.00011367363846545715,True
pair_end_to_end_flag__r1__c0,15.48521782703528,0.00011367363846545715,True
pair_end_to_end_flag__r2__c0,15.48521782703528,0.00011367363846545715,True
pair_end_to_internal_flag__r0__c1,15.48521782703528,0.00011367363846545715,True
pair_end_to_internal_flag__r1__c0,15.48521782703528,0.00011367363846545715,True
pair_end_to_internal_flag__r1__c2,15.48521782703528,0.00011367363846545715,True
pair_end_to_internal_flag__r2__c1,15.48521782703528,0.00011367363846545715,True
pair_forward_order_flag__r0__c2,15.48521782703528,0.00011367363846545715,True
pair_forward_order_flag__r1__c2,15.48521782703528,0.00011367363846545715,True
pair_reverse_order_flag__r2__c0,15.48521782703528,0.00011367363846545715,True
pair_reverse_order_flag__r2__c1,15.48521782703528,0.00011367363846545715,True
pair_substitution_similarity_proxy__r0__c2,15.37713093774508,0.00011988312286780109,True
pair_substitution_similarity_proxy__r2__c0,15.37713093774508,0.00011988312286780109,True
pair_hydrophobicity_sum__r1__c2,15.325078091679222,0.0001229953565008545,True
pair_hydrophobicity_sum__r2__c1,15.325078091679222,0.0001229953565008545,True
pair_both_bulky_flag__r0__c2,15.199635864939019,0.0001308371610416492,True
pair_both_bulky_flag__r2__c0,15.199635864939019,0.0001308371610416492,True
diag_hydrophobicity__r2__c2,14.093478578275308,0.0002262542443967802,True
diag_hbond_acceptor__r2__c2,13.800475687103605,0.00026179814593087875,True
pair_hydrophobicity_abs_diff__r1__c2,13.727155984643737,0.000271549203076388,True
pair_hydrophobicity_abs_diff__r2__c1,13.727155984643737,0.000271549203076388,True
pair_volume_abs_diff__r1__c2,13.50912663139061,0.0003027857187372338,True
pair_volume_abs_diff__r2__c1,13.50912663139061,0.0003027857187372338,True
pair_both_bulky_flag__r1__c2,13.468659942363093,0.0003089738405336425,True
pair_both_bulky_flag__r2__c1,13.468659942363093,0.0003089738405336425,True
diag_gly_flag__r0__c0,12.753327565553015,0.00044234028190080337,True
diag_gly_flag__r1__c1,12.415178571428559,0.000524533763336324,True
pair_hydrophobicity_signed_diff__r0__c1,10.822513161338284,0.00117939780915483,True
pair_hydrophobicity_signed_diff__r1__c0,10.822513161338284,0.00117939780915483,True
pair_volume_abs_diff__r0__c1,9.365030740735044,0.0025059047929025403,True
pair_volume_abs_diff__r1__c0,9.365030740735044,0.0025059047929025403,True
pair_polarity_abs_diff__r1__c2,7.817840871933428,0.0056627728465983235,True
pair_polarity_abs_diff__r2__c1,7.817840871933428,0.0056627728465983235,True
diag_hbond_donor__r2__c2,7.598533629924504,0.006365843232868067,True
pair_volume_abs_diff__r0__c2,6.947498451688474,0.009032475615251709,True
pair_volume_abs_diff__r2__c0,6.947498451688474,0.009032475615251709,True
diag_polarity__r1__c1,6.835250822426004,0.009597905561351722,True
diag_hbond_donor__r0__c0,6.827550491973064,0.009638010686555702,True
residue_id_1,6.8190730776973,0.009682363344175498,True
diag_charge__r1__c1,6.3172877747013825,0.012722361027943148,True
pair_aromatic_pair_flag__r1__c2,5.634267631103075,0.01853198443440765,True
pair_aromatic_pair_flag__r2__c1,5.634267631103075,0.01853198443440765,True
residue_id_0,5.2493701834026,0.02296617109357421,True
diag_hbond_acceptor__r0__c0,4.708239277652364,0.03116271404579327,True
diag_hbond_donor__r1__c1,4.160758450123668,0.04264732639892924,True
pair_residue_class_compatibility__r0__c1,4.019693978599591,0.0462808393426895,True
pair_residue_class_compatibility__r1__c0,4.019693978599591,0.0462808393426895,True
pair_hydrophobicity_abs_diff__r0__c1,3.983422524401525,0.047267277950870566,True
pair_hydrophobicity_abs_diff__r1__c0,3.983422524401525,0.047267277950870566,True
diag_aromaticity__r1__c1,3.751655629139079,0.05412295420866631,True
diag_aromatic_residue_flag__r1__c1,3.751655629139079,0.05412295420866631,True
pair_substitution_similarity_proxy__r0__c1,3.734397996399642,0.05467420970728134,True
pair_substitution_similarity_proxy__r1__c0,3.734397996399642,0.05467420970728134,True
pair_aromatic_pair_flag__r0__c1,3.584940223679145,0.05970716175844024,True
pair_aromatic_pair_flag__r1__c0,3.584940223679145,0.05970716175844024,True
diag_hbond_acceptor__r1__c1,3.212387756254588,0.07455018322696672,True
diag_charge__r2__c2,3.2042786718638014,0.07491455825113925,True
pair_charge_signed_diff__r0__c1,2.9892421446876765,0.08531756736756288,True
pair_charge_signed_diff__r1__c0,2.9892421446876765,0.08531756736756288,True
diag_pro_flag__r2__c2,2.391212586339216,0.12355380476663227,True
pair_residue_class_compatibility__r1__c2,1.6985399955740363,0.19393378862043884,True
pair_residue_class_compatibility__r2__c1,1.6985399955740363,0.19393378862043884,True
diag_aromaticity__r0__c0,1.42738359201774,0.23356564253131137,True
diag_aromatic_residue_flag__r0__c0,1.42738359201774,0.23356564253131137,True
diag_pro_flag__r0__c0,1.2261904761904756,0.26944049620056265,True
pair_charge_product__r0__c1,1.194744230861976,0.2756512410448649,True
pair_charge_product__r1__c0,1.194744230861976,0.2756512410448649,True
diag_polarity__r2__c2,1.1394885581747174,0.2870097972122737,True
diag_gly_flag__r2__c2,1.139380530973458,0.28703258123291103,True
pair_aromatic_pair_flag__r0__c2,1.1018225039619778,0.2950963698891149,True
pair_aromatic_pair_flag__r2__c0,1.1018225039619778,0.2950963698891149,True
pair_donor_acceptor_compatibility__r1__c2,1.0540935672514633,0.30577022581949515,True
pair_donor_acceptor_compatibility__r2__c1,1.0540935672514633,0.30577022581949515,True
diag_branched_chain_flag__r2__c2,0.9320221358061589,0.3354700002578994,True
diag_branched_chain_flag__r1__c1,0.907522210289953,0.34188914406316506,True
diag_hydrophobicity__r1__c1,0.7643700533763296,0.382982489341275,True
pair_charge_signed_diff__r0__c2,0.7348977257069349,0.39229644286091314,True
pair_charge_signed_diff__r2__c0,0.7348977257069349,0.39229644286091314,True
pair_substitution_similarity_proxy__r1__c2,0.725524556251455,0.395326826770225,True
pair_substitution_similarity_proxy__r2__c1,0.725524556251455,0.395326826770225,True
pair_charge_product__r0__c2,0.6590812367468087,0.4178215811793077,True
pair_charge_product__r2__c0,0.6590812367468087,0.4178215811793077,True
pair_donor_acceptor_compatibility__r0__c1,0.28814852492370296,0.5919887142846183,True
pair_donor_acceptor_compatibility__r1__c0,0.28814852492370296,0.5919887142846183,True
pair_polarity_abs_diff__r0__c2,0.27421121245464136,0.6010836254565355,True
pair_polarity_abs_diff__r2__c0,0.27421121245464136,0.6010836254565355,True
pair_charge_product__r1__c2,0.11902927580893768,0.7304417124988085,True
pair_charge_product__r2__c1,0.11902927580893768,0.7304417124988085,True
pair_donor_acceptor_compatibility__r0__c2,0.10579293344289262,0.74531572793765,True
pair_donor_acceptor_compatibility__r2__c0,0.10579293344289262,0.74531572793765,True
heur_c_terminal_favorable_flag__r0__c1,0.05946882217090081,0.8075801586145804,True
heur_c_terminal_favorable_flag__r1__c0,0.05946882217090081,0.8075801586145804,True
diag_pro_flag__r1__c1,0.027019937040923366,0.8695952105216938,True
pair_polarity_abs_diff__r0__c1,0.011094153429345317,0.9162174096073222,True
pair_polarity_abs_diff__r1__c0,0.011094153429345317,0.9162174096073222,True
diag_charge__r0__c0,0.009180597459279924,0.9237603033400607,True
pair_hydrophobicity_signed_diff__r1__c2,0.0009873012179519788,0.9749639368560197,True
pair_hydrophobicity_signed_diff__r2__c1,0.0009873012179519788,0.9749639368560197,True
